CountryCode,Country,SeriesCode,MDG,Series,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
234,Faeroe Islands,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)", , , , , , , , , , , , , , , , , , , , , , , , 
234,Faeroe Islands,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)", , , , , , , , , , , , , , , , , , , , , , , , 
238,Falkland Islands (Malvinas),647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)", , , , , , , , , , , , , , , , , , , , , , , , 
238,Falkland Islands (Malvinas),793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)", , , , , , , , , , , , , , , , , , , , , , , , 
238,Falkland Islands (Malvinas),794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)", , , , , , , , , , , , , , , , , , , , , , , , 
242,Fiji,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",5.7,5.5,5.3,5.1,4.9,4.7,4.5,4.3,4.1,3.9,3.7,3.5,3.4,3.2,3.0,2.9,2.7,2.6,2.5,2.3,2.9,3.7,4.2,4.2
242,Fiji,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",3.5,3.4,3.3,3.2,3.1,2.9,2.8,2.7,2.6,2.4,2.6,2.7,2.8,2.8,2.7,2.7,2.6,2.5,2.4,2.3,2.9,3.6,4.1,4.1
242,Fiji,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",8.3,8.0,7.7,7.4,7.1,6.9,6.6,6.3,6.0,5.7,5.0,4.4,4.0,3.6,3.3,3.1,2.9,2.7,2.5,2.4,3.0,3.7,4.2,4.2
246,Finland,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",2.5,1.6,1.8,1.6,1.5,1.8,2.1,1.5,1.1,1.3,1.6,1.0,1.1,0.9,0.6,0.7,0.4,0.5,0.5,0.5,0.3,0.4,0.4,0.3
246,Finland,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",2.5,1.6,1.8,1.6,1.5,1.8,2.1,1.5,1.1,1.3,1.6,1.0,1.1,0.9,0.6,0.7,0.4,0.5,0.5,0.5,0.3,0.4,0.4,0.3
246,Finland,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",2.5,1.6,1.8,1.6,1.5,1.8,2.1,1.5,1.2,1.3,1.6,1.0,1.1,0.9,0.6,0.7,0.4,0.5,0.5,0.5,0.3,0.4,0.4,0.3
250,France,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",1.8,1.7,1.5,1.7,1.5,1.4,1.3,1.3,1.4,1.3,1.1,1.1,0.9,0.9,0.8,0.7,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.5
250,France,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",1.8,1.6,1.5,1.6,1.5,1.3,1.2,1.2,1.3,1.2,1.1,1.0,0.8,0.9,0.7,0.7,0.7,0.6,0.6,0.6,0.5,0.6,0.5,0.5
250,France,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",1.9,1.7,1.6,1.7,1.6,1.4,1.3,1.3,1.4,1.3,1.2,1.1,0.9,0.9,0.8,0.8,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6
254,French Guiana,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)", , , , , , , , , , , , , , , , , , , , , , , , 
254,French Guiana,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)", , , , , , , , , , , , , , , , , , , , , , , , 
254,French Guiana,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)", , , , , , , , , , , , , , , , , , , , , , , , 
258,French Polynesia,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",3.7,1.0,5.9,3.3,4.9,3.8,3.1,4.2,7.4,5.4,1.2,1.0,2.4,1.0,2.7,3.1,4.4,3.5,1.0,1.7,0.6,3.9,1.4,1.8
258,French Polynesia,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",1.9,0.2,3.2,1.2,2.3,1.5,1.1,1.8,4.3,2.9,0.4,0.2,0.9,0.3,1.2,1.6,2.5,1.9,0.3,0.6,0.1,2.3,0.5,0.7
258,French Polynesia,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",6.3,2.3,9.4,6.6,8.5,7.4,6.3,7.7,12.0,8.9,2.7,2.5,4.7,2.1,4.8,5.3,6.7,5.7,2.4,3.4,1.4,6.0,2.9,3.4
266,Gabon,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",60.0,64.0,67.0,72.0,78.0,86.0,97.0,110.0,122.0,134.0,143.0,150.0,153.0,154.0,152.0,146.0,137.0,123.0,109.0,96.0,83.0,72.0,63.0,55.0
266,Gabon,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",41.0,43.0,47.0,51.0,57.0,63.0,71.0,79.0,87.0,94.0,101.0,105.0,108.0,108.0,106.0,102.0,96.0,85.0,76.0,67.0,58.0,49.0,40.0,32.0
266,Gabon,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",76.0,77.0,81.0,86.0,94.0,104.0,119.0,136.0,150.0,162.0,172.0,179.0,183.0,183.0,179.0,173.0,163.0,151.0,138.0,125.0,112.0,98.0,86.0,78.0
270,Gambia,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",33.0,29.0,27.0,24.0,23.0,22.0,22.0,22.0,22.0,23.0,24.0,24.0,24.0,24.0,24.0,24.0,23.0,23.0,22.0,22.0,21.0,21.0,21.0,20.0
270,Gambia,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",12.0,14.0,15.0,13.0,13.0,13.0,13.0,13.0,15.0,14.0,15.0,14.0,15.0,15.0,14.0,14.0,15.0,15.0,14.0,14.0,13.0,13.0,11.0,8.6
270,Gambia,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",52.0,47.0,41.0,36.0,33.0,32.0,31.0,29.0,31.0,32.0,33.0,32.0,32.0,31.0,32.0,32.0,32.0,33.0,32.0,32.0,32.0,32.0,32.0,33.0
268,Georgia,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",8.9,8.2,7.4,7.4,7.4,8.2,7.5,8.7,7.5,7.6,7.7,6.9,6.9,6.9,7.0,3.8,4.1,3.7,4.2,4.7,5.4,6.2,7.1,7.0
268,Georgia,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",7.8,7.2,6.6,6.4,6.3,7.2,6.5,7.6,6.6,6.7,6.7,6.0,6.0,5.9,5.9,3.3,3.4,3.2,3.5,3.7,4.1,4.4,4.7,4.7
268,Georgia,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",10.0,9.2,8.3,8.4,8.6,9.3,8.5,9.9,8.6,8.6,8.8,7.8,7.9,8.0,8.2,4.5,4.8,4.2,4.9,5.8,6.9,8.2,9.9,9.8
276,Germany,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",1.3,1.1,1.1,1.0,0.9,0.9,0.9,0.7,0.7,0.6,0.6,0.5,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
276,Germany,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",1.3,1.1,1.1,1.0,0.9,0.9,0.8,0.7,0.7,0.6,0.6,0.5,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.3,0.4,0.4,0.4,0.4
276,Germany,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",1.3,1.1,1.1,1.0,1.0,0.9,0.9,0.8,0.7,0.6,0.6,0.5,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
288,Ghana,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",45.0,43.0,42.0,41.0,39.0,38.0,37.0,35.0,33.0,32.0,30.0,28.0,26.0,24.0,22.0,20.0,18.0,16.0,14.0,12.0,9.6,7.7,6.0,4.4
288,Ghana,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",24.0,26.0,28.0,27.0,26.0,25.0,25.0,25.0,24.0,22.0,21.0,20.0,18.0,17.0,15.0,13.0,12.0,10.0,9.2,7.9,6.3,5.0,3.8,2.7
288,Ghana,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",68.0,64.0,58.0,53.0,53.0,52.0,49.0,45.0,40.0,39.0,38.0,36.0,33.0,31.0,28.0,25.0,22.0,19.0,17.0,14.0,12.0,11.0,8.9,8.0
292,Gibraltar,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)", , , , , , , , , , , , , , , , , , , , , , , , 
292,Gibraltar,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)", , , , , , , , , , , , , , , , , , , , , , , , 
292,Gibraltar,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)", , , , , , , , , , , , , , , , , , , , , , , , 
300,Greece,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",1.6,2.0,2.2,1.8,1.2,1.2,1.1,0.9,0.8,0.9,0.8,1.0,0.8,1.1,0.7,0.9,0.8,0.9,0.8,0.9,0.7,0.7,0.7,0.7
300,Greece,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",1.5,2.0,2.1,1.6,1.1,1.1,1.0,0.8,0.8,0.9,0.8,1.0,0.8,1.0,0.7,0.9,0.8,0.9,0.8,0.8,0.7,0.6,0.7,0.7
300,Greece,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",1.7,2.1,2.4,1.9,1.3,1.3,1.2,1.0,0.9,1.0,0.9,1.1,0.9,1.1,0.8,0.9,0.8,1.0,0.8,0.9,0.7,0.7,0.7,0.7
304,Greenland,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,17.0,17.0,17.0,16.0,16.0,33.0,33.0,5.2,15.0
304,Greenland,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",6.1,6.1,6.2,6.1,6.1,6.1,6.1,6.2,6.1,6.1,6.0,6.0,6.2,6.5,6.7,6.8,6.9,6.8,6.7,6.7,19.0,19.0,1.0,5.4
304,Greenland,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,51.0,51.0,13.0,29.0
308,Grenada,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.1
308,Grenada,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.9,1.0,1.0,1.0,1.0
308,Grenada,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.2,1.1,2.0,1.1,1.0,1.0,2.0,1.0,1.0,1.0,1.1
312,Guadeloupe,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)", , , , , , , , , , , , , , , , , , , , , , , , 
312,Guadeloupe,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)", , , , , , , , , , , , , , , , , , , , , , , , 
312,Guadeloupe,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)", , , , , , , , , , , , , , , , , , , , , , , , 
316,Guam,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",4.5,3.0,1.8,4.2,12.0,8.4,5.9,4.2,3.0,2.5,2.8,7.0,3.9,0.9,3.6,6.3,1.2,1.5,10.0,14.0,13.0,6.7,2.6,1.3
316,Guam,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",1.9,0.9,0.4,1.5,7.0,4.5,2.7,1.6,0.9,0.8,1.0,4.2,1.9,0.2,1.7,3.6,0.2,0.4,6.2,8.6,8.0,3.5,0.8,0.3
316,Guam,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",8.4,6.3,4.7,8.4,18.0,14.0,11.0,8.4,6.3,5.5,5.7,11.0,6.7,2.1,6.4,9.8,2.8,3.3,15.0,20.0,19.0,11.0,5.7,3.1
320,Guatemala,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",9.7,11.0,10.0,8.4,8.4,6.3,6.7,6.1,5.5,5.2,5.1,4.8,4.1,3.7,3.4,3.3,3.0,2.8,2.9,3.1,2.5,2.1,1.7,1.6
320,Guatemala,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",9.0,9.7,8.8,7.3,7.5,5.7,5.9,5.6,5.1,4.7,4.6,4.3,3.6,3.3,3.0,2.9,2.7,2.4,2.6,2.7,2.4,2.0,1.6,1.6
320,Guatemala,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",10.0,12.0,11.0,9.4,9.3,7.1,7.5,6.7,5.9,5.7,5.7,5.3,4.5,4.1,3.9,3.6,3.3,3.1,3.3,3.6,2.5,2.2,1.7,1.7
324,Guinea,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",91.0,90.0,89.0,87.0,85.0,83.0,79.0,75.0,71.0,67.0,63.0,59.0,56.0,53.0,50.0,47.0,44.0,41.0,37.0,35.0,33.0,31.0,29.0,27.0
324,Guinea,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",64.0,64.0,63.0,62.0,61.0,59.0,57.0,55.0,52.0,48.0,45.0,42.0,40.0,37.0,34.0,32.0,30.0,27.0,25.0,24.0,22.0,20.0,19.0,17.0
324,Guinea,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",115.0,110.0,105.0,100.0,97.0,94.0,89.0,86.0,84.0,80.0,75.0,70.0,66.0,62.0,58.0,55.0,52.0,50.0,47.0,45.0,42.0,40.0,38.0,37.0
624,Guinea-Bissau,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",60.0,57.0,56.0,55.0,55.0,56.0,57.0,58.0,59.0,61.0,62.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,64.0,64.0,65.0,68.0,71.0
624,Guinea-Bissau,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",35.0,36.0,37.0,36.0,33.0,35.0,39.0,40.0,40.0,41.0,42.0,42.0,42.0,40.0,39.0,39.0,40.0,42.0,42.0,42.0,41.0,41.0,37.0,34.0
624,Guinea-Bissau,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",89.0,83.0,77.0,74.0,78.0,79.0,76.0,72.0,77.0,81.0,82.0,79.0,77.0,77.0,78.0,78.0,80.0,83.0,86.0,89.0,91.0,97.0,98.0,107.0
328,Guyana,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",7.5,8.6,7.5,7.1,7.3,9.1,15.0,16.0,16.0,12.0,13.0,14.0,21.0,19.0,26.0,16.0,16.0,16.0,15.0,12.0,16.0,16.0,16.0,16.0
328,Guyana,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",5.0,5.8,4.5,4.8,4.5,6.7,9.7,11.0,11.0,6.9,8.2,9.5,15.0,13.0,18.0,14.0,14.0,13.0,12.0,9.7,16.0,16.0,16.0,16.0
328,Guyana,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",10.0,12.0,11.0,9.7,11.0,12.0,21.0,23.0,23.0,19.0,20.0,20.0,28.0,26.0,36.0,19.0,19.0,19.0,18.0,14.0,16.0,16.0,16.0,16.0
332,Haiti,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",50.0,55.0,59.0,62.0,64.0,66.0,68.0,69.0,70.0,69.0,67.0,65.0,64.0,61.0,59.0,56.0,53.0,49.0,45.0,40.0,36.0,32.0,29.0,26.0
332,Haiti,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",28.0,36.0,40.0,44.0,46.0,47.0,49.0,49.0,50.0,49.0,47.0,46.0,45.0,44.0,42.0,40.0,38.0,35.0,31.0,27.0,23.0,20.0,17.0,14.0
332,Haiti,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",78.0,79.0,81.0,83.0,85.0,88.0,89.0,91.0,92.0,92.0,89.0,87.0,84.0,81.0,78.0,75.0,70.0,65.0,60.0,56.0,52.0,48.0,45.0,41.0
340,Honduras,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",6.4,6.5,6.5,6.4,6.4,6.2,6.0,5.8,5.5,5.3,5.0,4.7,4.5,4.2,4.0,3.8,3.7,3.5,3.4,3.2,3.1,3.0,2.9,2.9
340,Honduras,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",2.0,2.0,2.1,2.1,2.0,1.9,1.7,1.5,1.3,1.1,1.0,0.8,0.7,0.6,0.5,0.4,0.3,0.2,0.2,0.4,0.1,0.1,0.1,0.1
340,Honduras,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,12.0,12.0,12.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,9.2,11.0,11.0,11.0,11.0
348,Hungary,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",5.3,5.3,5.9,5.8,5.6,5.5,5.1,4.7,4.4,4.4,3.5,3.2,2.8,2.3,2.6,1.9,1.3,1.4,1.2,1.2,1.1,0.8,0.9,0.8
348,Hungary,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",5.3,5.3,5.9,5.8,5.5,5.5,5.1,4.6,4.4,4.4,3.5,3.2,2.8,2.3,2.6,1.9,1.3,1.4,1.2,1.2,1.1,0.8,0.9,0.8
348,Hungary,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",5.3,5.3,5.9,5.8,5.6,5.6,5.2,4.7,4.4,4.4,3.5,3.2,2.8,2.3,2.6,1.9,1.3,1.4,1.2,1.2,1.1,0.8,0.9,0.8
352,Iceland,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",0.4,0.8,1.6,0.8,1.6,0.8,0.8,0.7,0.8,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
352,Iceland,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",0.4,0.8,1.6,0.8,1.6,0.8,0.7,0.7,0.8,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
352,Iceland,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",0.4,0.8,1.6,0.8,1.7,0.8,0.8,0.8,0.8,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
356,India,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",38.0,38.0,38.0,38.0,38.0,38.0,38.0,39.0,39.0,39.0,39.0,39.0,39.0,38.0,37.0,36.0,34.0,33.0,31.0,29.0,27.0,24.0,22.0,19.0
356,India,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,24.0,26.0,23.0,22.0,20.0,19.0,17.0,16.0,14.0,12.0
356,India,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,55.0,55.0,55.0,55.0,54.0,53.0,47.0,49.0,46.0,44.0,41.0,38.0,34.0,31.0,28.0
360,Indonesia,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",70.0,72.0,75.0,77.0,79.0,80.0,80.0,80.0,78.0,75.0,71.0,66.0,60.0,54.0,48.0,43.0,39.0,35.0,32.0,30.0,29.0,27.0,26.0,25.0
360,Indonesia,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",47.0,50.0,52.0,55.0,57.0,58.0,60.0,60.0,58.0,55.0,52.0,48.0,43.0,38.0,33.0,29.0,26.0,24.0,22.0,20.0,19.0,18.0,16.0,14.0
360,Indonesia,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",89.0,89.0,89.0,90.0,91.0,93.0,92.0,91.0,92.0,90.0,85.0,79.0,73.0,66.0,58.0,53.0,49.0,46.0,43.0,42.0,40.0,38.0,38.0,37.0
364,Iran (Islamic Republic of),647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",5.0,5.1,5.1,5.2,5.2,5.1,4.9,4.7,4.4,4.1,3.8,3.6,3.5,3.4,3.3,3.2,3.1,3.0,2.9,2.9,2.9,3.0,3.1,3.2
364,Iran (Islamic Republic of),793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",3.1,3.2,3.2,3.2,3.2,3.3,3.3,3.3,3.0,2.8,2.6,2.4,2.3,2.2,2.1,1.9,1.9,2.0,2.0,2.0,2.0,2.0,1.9,1.8
364,Iran (Islamic Republic of),794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",7.7,7.1,6.6,6.5,6.9,7.0,6.6,6.0,5.6,5.5,5.2,4.9,4.6,4.4,4.2,4.1,4.0,4.0,4.1,4.2,4.2,4.3,4.3,4.5
368,Iraq,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",5.7,5.5,5.3,5.1,4.9,4.7,4.5,4.3,4.2,4.0,3.8,3.7,3.6,3.4,3.3,3.2,3.1,2.9,2.8,2.7,2.6,2.5,2.4,2.3
368,Iraq,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",1.9,1.8,1.7,1.5,1.4,1.2,1.1,1.0,0.8,0.7,0.6,0.6,0.5,0.4,0.4,0.3,0.3,0.2,0.2,0.3,0.1,0.1,0.1,0.1
368,Iraq,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",11.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0,10.0,9.9,9.8,9.7,9.5,9.4,9.3,9.3,9.2,9.1,7.6,9.0,9.0,8.8,8.8
372,Ireland,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",1.5,1.5,1.1,1.7,1.2,1.0,0.9,1.0,1.2,0.9,1.0,0.7,0.7,0.6,0.6,0.4,0.5,0.8,0.4,0.6,0.6,0.5,0.4,0.4
372,Ireland,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",1.4,1.4,1.1,1.7,1.2,1.0,0.9,1.0,1.2,0.9,1.0,0.7,0.7,0.6,0.6,0.4,0.5,0.8,0.4,0.5,0.6,0.5,0.4,0.4
372,Ireland,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",1.5,1.5,1.1,1.7,1.2,1.0,0.9,1.0,1.2,0.9,1.0,0.7,0.7,0.6,0.6,0.4,0.5,0.8,0.4,0.6,0.6,0.5,0.4,0.4
376,Israel,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",0.5,0.4,0.6,0.6,0.9,1.1,0.8,1.2,0.9,0.6,0.6,0.3,0.5,0.4,0.2,0.4,0.3,0.4,0.2,0.2,0.2,0.2,0.2,0.2
376,Israel,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",0.5,0.4,0.5,0.6,0.9,1.0,0.8,1.1,0.8,0.5,0.6,0.3,0.4,0.4,0.2,0.4,0.3,0.4,0.2,0.2,0.2,0.2,0.2,0.2
376,Israel,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",0.5,0.4,0.6,0.7,1.0,1.1,0.8,1.2,0.9,0.6,0.6,0.3,0.5,0.4,0.3,0.4,0.3,0.4,0.2,0.2,0.3,0.2,0.2,0.2
380,Italy,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",1.1,1.1,1.0,1.0,1.0,1.2,1.1,1.1,1.0,0.9,0.9,0.8,0.7,0.7,0.7,0.6,0.6,0.6,0.6,0.6,0.5,0.5,0.5,0.5
380,Italy,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",1.0,1.0,0.9,1.0,1.0,1.2,1.1,1.1,1.0,0.9,0.8,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.6,0.6,0.5,0.5,0.5,0.5
380,Italy,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",1.1,1.1,1.0,1.1,1.0,1.2,1.1,1.1,1.0,1.0,0.9,0.8,0.7,0.7,0.7,0.6,0.6,0.6,0.6,0.6,0.5,0.5,0.5,0.5
388,Jamaica,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",0.9,1.2,1.2,1.1,1.0,1.0,0.9,0.8,0.8,0.7,0.7,0.5,0.7,1.2,0.6,0.7,0.4,0.6,0.6,0.6,0.6,0.6,0.6,0.6
388,Jamaica,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",0.7,1.0,0.9,0.9,0.9,0.8,0.8,0.8,0.7,0.7,0.7,0.5,0.6,1.1,0.6,0.7,0.3,0.5,0.5,0.5,0.5,0.5,0.5,0.5
388,Jamaica,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",1.1,1.5,1.4,1.3,1.2,1.1,1.0,0.9,0.9,0.8,0.7,0.6,0.7,1.3,0.7,0.8,0.5,0.7,0.7,0.7,0.7,0.7,0.7,0.7
392,Japan,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",3.1,2.8,2.8,2.7,2.6,2.6,2.4,2.3,2.3,2.4,2.2,2.0,1.9,1.9,1.9,1.9,1.8,1.8,1.8,1.8,1.8,1.8,1.7,1.7
392,Japan,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",3.1,2.8,2.8,2.7,2.5,2.6,2.3,2.2,2.3,2.4,2.2,2.0,1.9,1.9,1.9,1.8,1.8,1.8,1.8,1.7,1.7,1.7,1.7,1.6
392,Japan,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",3.2,2.9,2.9,2.8,2.6,2.7,2.4,2.3,2.4,2.5,2.2,2.1,1.9,2.0,2.0,1.9,1.9,1.8,1.9,1.8,1.8,1.8,1.8,1.7
400,Jordan,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",1.2,1.1,1.0,1.0,0.9,0.9,0.9,0.8,0.8,0.8,0.8,0.8,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.6,0.5,0.5,0.5,0.5
400,Jordan,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,Jordan,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",9.4,9.2,9.0,8.9,8.7,8.6,8.5,8.4,8.3,8.2,8.1,8.0,7.9,7.7,7.5,7.4,7.2,6.9,6.7,6.1,6.2,5.9,5.7,5.5
398,Kazakhstan,647,Y,"Tuberculosis death rate per year per 100,000 population (mid-point)",13.0,13.0,15.0,17.0,23.0,33.0,45.0,47.0,50.0,38.0,33.0,30.0,31.0,29.0,27.0,28.0,24.0,21.0,20.0,16.0,13.0,12.0,11.0,9.5
398,Kazakhstan,793,N,"Tuberculosis death rate per year per 100,000 population (lower bound)",11.0,12.0,13.0,16.0,21.0,31.0,40.0,43.0,44.0,34.0,29.0,27.0,28.0,26.0,24.0,25.0,22.0,20.0,18.0,14.0,12.0,10.0,8.8,7.1
398,Kazakhstan,794,N,"Tuberculosis death rate per year per 100,000 population (upper bound)",14.0,15.0,16.0,19.0,25.0,36.0,49.0,52.0,56.0,43.0,37.0,33.0,34.0,32.0,30.0,30.0,26.0,23.0,21.0,17.0,15.0,14.0,13.0,12.0
